height,width,depth,weight,color,quality
1.00961,1.03469,1.03854,0.71168,8,1
0.96006,1.04855,0.97651,0.70327,7,1
1.00958,0.99576,1.03432,0.62384,5,1
1.08783,1.08002,0.93072,0.50071,7,0
1.00689,0.94427,0.97555,0.74558,6,1
0.95949,1.07111,0.95048,0.74911,8,1
0.97783,1.07184,1.01215,0.72222,5,1
0.96767,1.08364,1.04016,0.73879,3,1
0.96189,1.0617,0.90644,0.72866,6,0
1.02945,0.93363,0.92162,0.71206,2,1
1.09779,1.02178,0.93093,0.55641,2,0
0.92768,1.06405,1.09414,0.57253,10,0
0.91126,1.05827,0.96738,0.74187,8,0
1.04024,0.91057,0.9666,0.79802,6,0
1.07266,1.08504,1.02939,0.6613,1,0
1.01851,0.97089,1.03644,0.61101,6,1
1.09846,1.08179,1.08276,0.66956,4,0
1.08549,1.09535,0.93737,0.70211,2,0
0.94821,1.09473,0.94681,0.70963,8,0
1.01986,0.9799,1.0307,0.50256,5,0
1.02839,1.08034,0.95047,0.50693,2,0
0.97024,0.96145,1.08188,0.66912,6,0
0.93276,1.06535,0.93492,0.76733,4,0
1.04594,0.97928,1.07037,0.69733,6,1
1.07081,1.08773,1.05642,0.77219,10,0
0.95998,1.05989,1.05893,0.76736,5,0
1.06646,1.04289,0.98255,0.63941,6,1
0.90098,0.90615,0.90953,0.66855,7,0
0.92547,0.93429,0.94309,0.54304,3,1
1.08122,0.95675,0.90717,0.6418,6,0
1.01717,1.05951,0.96203,0.78899,3,1
1.02564,0.91679,1.07019,0.57902,7,0
0.92594,0.97324,1.08556,0.75033,6,0
1.05667,1.07367,1.08976,0.77255,2,0
1.03686,0.93811,1.04277,0.79162,7,0
0.92961,1.05216,0.91163,0.66301,9,0
0.95057,1.04093,0.95367,0.55106,10,1
1.03015,1.00271,0.90548,0.52596,1,0
1.09614,1.09104,0.94327,0.66029,4,0
1.04771,1.04129,0.91616,0.75282,4,0
1.02889,1.00855,0.95809,0.53781,9,0
0.93867,0.93969,1.0881,0.6048,6,0
0.9426,1.02934,1.02245,0.66373,2,1
0.91037,0.93194,0.97827,0.57795,10,0
0.95264,1.08304,0.99893,0.64805,7,0
0.98708,0.91214,0.92078,0.51017,2,0
0.9569,0.94523,0.90263,0.59306,1,0
1.07439,0.9162,0.95225,0.60565,10,0
1.00327,0.94346,1.0305,0.59954,1,1
1.04734,0.97105,1.04441,0.69243,3,1
1.08931,0.91009,0.98068,0.65355,3,1
1.01615,1.02142,1.05236,0.58855,3,1
0.99563,1.05841,1.02098,0.52785,4,0
1.06338,1.00313,1.07988,0.65755,9,1
0.92905,0.99233,1.07758,0.5332,8,0
1.07184,0.93575,0.98409,0.51407,8,0
1.02065,1.08869,0.92643,0.68975,7,0
1.0346,0.98585,1.0778,0.74227,6,1
1.02292,0.90816,1.05415,0.78364,2,0
0.99581,1.02049,1.0059,0.70728,10,1
1.02066,0.97784,0.93337,0.62245,4,1
1.02749,1.03642,1.02184,0.57353,2,1
0.98355,1.0081,1.07309,0.70232,1,1
1.00186,0.98427,0.98987,0.66128,1,1
0.98908,0.91106,1.03233,0.73042,9,0
0.95316,1.05685,0.98472,0.63894,9,1
0.9926,0.98163,0.95525,0.71421,8,1
0.99633,0.91509,0.92258,0.78076,7,0
0.99156,1.01382,0.91306,0.77666,2,0
1.01342,0.91265,1.0586,0.54501,4,0
0.97226,0.90413,0.93279,0.56688,1,0
1.02213,0.95565,0.95025,0.71728,10,1
1.06972,1.09889,0.932,0.73865,2,0
1.05739,1.08326,0.99572,0.78188,3,1
1.01374,0.97336,0.98219,0.74867,9,1
1.06639,1.09013,0.99977,0.64641,9,0
0.91831,1.08529,1.0916,0.56979,8,0
0.97492,0.94426,0.95396,0.77379,1,0
1.08034,0.98157,1.03826,0.5099,4,0
1.05549,1.04652,0.93952,0.79476,7,0
0.9754,0.97315,0.96446,0.75579,3,1
1.01035,1.09234,0.92816,0.58109,1,0
0.9936,0.99305,0.99713,0.7852,3,1
0.92711,0.96951,0.90262,0.54125,7,0
1.09234,1.0219,0.9184,0.73722,7,0
0.90014,0.98781,1.09503,0.61873,7,0
1.0234,0.93587,0.95461,0.70438,4,1
1.09574,1.0847,1.01834,0.56233,5,0
0.92955,1.0318,1.01705,0.57518,9,1
1.09615,1.06178,1.06741,0.73472,7,0
0.9021,1.05179,1.00661,0.6506,4,0
1.04069,0.94923,1.03429,0.76033,1,0
1.06435,0.94909,1.01034,0.53413,3,1
1.03095,0.94775,1.02507,0.51148,1,0
1.03546,0.96652,1.04206,0.7739,7,0
0.97328,0.96646,1.07511,0.52324,8,0
0.95519,0.9013,1.07417,0.74986,6,0
0.95953,0.98604,1.03937,0.6002,8,1
0.93005,1.05306,0.96364,0.59772,1,1
1.08594,1.01181,0.91256,0.65863,7,0
0.97943,1.04059,0.97177,0.78558,5,0
0.93877,1.09784,1.03236,0.55992,2,0
1.03724,0.90197,0.91463,0.7699,1,0
0.96906,1.09935,0.90324,0.68446,3,1
0.93167,0.92103,0.92511,0.6593,9,1
1.07185,1.00927,0.98824,0.76047,2,0
0.98479,1.04521,0.99754,0.52486,7,0
1.08574,0.90627,1.00253,0.59965,10,0
1.08741,0.93571,1.01968,0.64031,7,0
1.00533,1.00625,1.08455,0.7348,2,0
1.0179,1.0273,0.98358,0.71332,6,1
1.01033,1.06824,1.09175,0.56626,10,0
1.01094,1.07723,1.02717,0.5491,9,0
0.92465,1.00127,0.97789,0.63411,10,1
0.99462,0.96137,0.90425,0.52214,2,0
1.05622,0.97459,1.02312,0.73683,4,1
0.92039,0.9945,0.95847,0.74136,7,1
0.92464,0.9913,1.0585,0.59444,7,1
0.96397,1.0904,1.02153,0.61759,8,0
0.97181,0.98482,0.92526,0.56458,3,1
0.91195,1.03643,1.07886,0.79748,9,0
0.92731,0.91085,1.01342,0.64289,4,0
0.95831,1.00362,0.95242,0.73101,8,1
0.95841,1.01996,0.99167,0.6509,2,1
1.05119,0.98051,0.97289,0.52618,4,0
1.06093,1.07719,1.02635,0.63579,9,1
0.98316,0.9622,0.93158,0.64434,10,1
0.9023,0.92119,0.90831,0.736,3,1
1.079,1.06401,1.07568,0.53797,5,0
0.93848,0.98115,1.00241,0.6646,2,1
0.91159,1.03991,0.96091,0.51025,3,1
1.0366,0.94971,0.98726,0.78712,3,1
0.95145,1.01872,0.93347,0.78474,3,1
1.09902,0.9148,0.90199,0.59778,3,1
1.09236,1.03337,0.97326,0.55473,5,0
1.06463,0.96896,0.9305,0.79209,5,0
1.07824,1.08962,1.03906,0.79742,9,0
0.94455,0.98307,0.99071,0.70429,4,1
0.92109,0.91565,0.99858,0.56015,4,0
1.05711,1.08226,0.98488,0.7016,1,0
1.0623,0.97491,1.00355,0.5666,3,1
1.01296,0.96236,0.91822,0.57054,8,0
1.05025,0.94825,1.04219,0.74939,6,1
0.93718,0.97043,0.90109,0.63351,9,0
0.95109,1.07487,1.01385,0.59733,9,1
1.09478,0.93738,0.9601,0.73446,2,0
1.04871,0.99616,1.02364,0.59876,7,1
0.92987,0.98947,1.07097,0.69292,4,1
0.93296,0.91635,0.98442,0.55034,3,1
0.9983,0.99246,1.0456,0.7705,5,0
0.96689,1.02572,1.01723,0.71273,7,1
1.05672,0.9076,1.02965,0.642,3,1
1.06547,0.95718,1.02854,0.73481,3,1
0.92535,1.01338,0.91165,0.7678,6,0
0.97156,0.97254,1.07234,0.52296,2,0
1.02162,0.96957,0.94659,0.55214,10,1
0.92169,1.06464,0.91183,0.74353,6,0
1.09045,0.96232,0.96709,0.68214,8,0
1.07541,1.06173,1.00674,0.74049,5,1
1.0906,0.97791,1.09032,0.53619,10,0
0.93902,0.91087,1.01615,0.76486,2,0
0.92764,1.07832,0.92975,0.56889,3,1
0.99805,0.90192,1.01602,0.59017,10,0
0.9501,0.94431,0.94834,0.54053,9,0
0.91809,1.09688,1.00112,0.71813,7,0
1.05896,0.91377,0.91677,0.63379,10,0
1.00029,1.08667,0.98804,0.79861,5,0
0.93566,0.98896,1.08238,0.60498,10,0
1.03419,1.07163,0.92672,0.60155,1,1
1.05368,0.99559,1.06451,0.60208,3,1
0.93654,1.05513,1.06188,0.53239,1,0
0.9463,0.93382,0.94099,0.65205,1,1
1.06852,0.9429,0.98529,0.55188,8,1
0.96009,1.04742,1.08143,0.66205,10,0
0.90665,0.96095,1.05078,0.63374,1,0
1.05252,0.93956,0.99676,0.62963,2,1
1.01362,1.01047,0.9559,0.67657,8,1
0.93187,0.93948,1.00295,0.68008,3,1
1.08717,1.08069,1.09107,0.57621,3,1
1.08626,0.97996,0.91926,0.58085,1,0
1.05277,0.91459,0.95761,0.65554,9,0
1.05985,1.05666,0.9797,0.59727,9,1
0.93307,1.00808,1.04791,0.79634,4,0
1.09394,0.94264,0.9638,0.76209,4,0
1.00492,1.08842,1.07049,0.79086,3,1
1.09219,0.98195,1.09097,0.51924,6,0
0.99937,1.071,1.08856,0.64177,5,0
1.09364,0.98656,1.08574,0.55958,6,0
0.93989,1.01728,0.93815,0.53361,9,0
0.91616,1.0688,1.01876,0.76406,8,0
0.91006,1.03946,1.07682,0.75346,4,0
0.93202,1.07674,0.96214,0.73451,10,1
1.0553,1.0671,0.94773,0.50369,4,0
0.90407,1.04818,1.03638,0.57209,1,0
1.08479,0.92637,0.96118,0.59827,4,0
0.97364,1.00185,1.06944,0.52623,1,0
1.04594,0.93093,0.92607,0.7837,9,0
0.92437,1.00673,1.0738,0.52894,9,0
0.92935,1.01579,0.91476,0.62275,4,0
1.08375,0.97419,0.98611,0.62746,3,1
0.996,0.97248,1.07206,0.67634,6,1
1.04358,0.95866,1.02941,0.72462,7,1
1.00984,0.90361,0.90398,0.66056,3,1
0.90577,1.03022,0.97201,0.57304,6,0
0.98003,1.0307,1.04502,0.51389,6,0
1.09796,0.98916,1.01685,0.77187,10,0
1.04577,1.03357,1.03324,0.76992,7,0
0.94473,0.94272,1.04226,0.68195,2,1
1.09989,0.98356,0.9018,0.75022,9,0
1.09747,1.05171,1.03084,0.65908,4,0
1.02678,0.94931,1.08626,0.55713,9,0
1.07995,1.04724,1.05605,0.56824,3,1
1.0783,0.99649,1.05569,0.54859,9,0
0.99899,1.0931,1.0561,0.74726,2,0
1.09772,1.08077,1.08139,0.71277,3,1
0.98113,0.90922,0.99701,0.78389,3,1
1.02131,0.90888,1.06315,0.62117,10,0
1.01383,1.01513,1.04707,0.56657,4,1
1.08724,1.0445,1.03982,0.7163,7,0
0.98199,0.99114,0.96388,0.53652,8,0
1.00436,1.07818,1.07995,0.66941,9,1
0.94335,0.94308,0.96535,0.57582,9,1
1.02478,0.95047,0.95077,0.75981,10,0
0.99278,1.0968,1.08847,0.61879,5,0
0.90427,1.06849,1.06539,0.78679,6,0
0.94044,1.05185,1.07901,0.57714,1,1
0.91326,1.09538,1.05989,0.6318,6,0
0.99372,1.0001,0.9725,0.66109,4,1
0.98036,0.96871,1.00937,0.63913,10,1
0.97663,0.98885,1.09008,0.69969,2,0
0.95902,1.00826,1.05048,0.5958,2,1
1.03228,1.00696,1.03422,0.5974,3,1
1.08267,1.03958,0.95042,0.51701,5,0
1.07915,1.06798,1.0929,0.70735,10,0
0.97647,1.03286,1.07894,0.62135,1,1
1.09068,0.90838,1.0223,0.58438,2,0
0.93104,0.93992,0.96841,0.73538,5,1
0.95932,0.92019,1.08167,0.78753,1,0
1.04133,0.92626,1.09166,0.66367,6,0
0.99368,0.96568,1.08428,0.76706,4,0
0.90126,0.98718,1.01236,0.59632,3,1
1.02353,1.07695,1.0315,0.66639,8,1
0.96698,1.02855,0.9118,0.63392,10,0
0.94467,1.0866,0.96703,0.60939,3,1
1.00905,1.06623,1.03939,0.73021,6,1
1.01303,1.00105,0.90417,0.66857,2,0
1.06639,0.99494,1.011,0.68482,8,1
1.07329,1.0782,1.06525,0.56696,6,1
0.96626,0.92233,1.03918,0.74222,3,1
1.03872,0.96857,1.02287,0.50492,7,0
0.93691,1.07162,0.90826,0.76316,4,0
0.95665,0.93209,0.92511,0.64499,6,1
1.00175,0.98669,0.96399,0.69527,1,1
0.96824,1.02876,1.08865,0.69758,6,0
0.99329,0.91154,0.97132,0.72378,10,0
1.04192,0.91811,0.98072,0.50784,4,0
1.00792,0.95845,1.07325,0.61579,3,1
0.9717,1.0692,0.91806,0.75998,10,0
0.91104,0.98725,1.04023,0.72461,7,0
1.03586,0.97501,1.00837,0.52556,8,0
0.98851,0.94975,0.90823,0.55778,5,0
0.94354,1.06782,1.01766,0.50969,8,0
0.95012,1.06052,1.09141,0.79482,7,0
0.96696,1.03903,0.98506,0.66619,6,1
1.09473,1.01451,0.98367,0.53085,8,0
0.92671,1.06207,0.97507,0.56412,4,1
0.95424,0.97859,1.0499,0.73925,6,1
0.98089,0.91449,1.03383,0.51327,6,0
0.94458,0.92465,1.07106,0.72982,4,1
0.93835,1.00115,1.07893,0.56014,2,1
1.09275,1.04509,1.06337,0.6596,10,0
0.94753,0.93108,0.98754,0.53128,5,0
0.90766,1.09153,1.09061,0.55837,7,0
1.07402,1.02174,1.09486,0.66562,10,0
1.05366,1.06889,1.04854,0.54924,7,0
0.99407,1.03919,1.00153,0.59016,5,1
0.99619,0.93361,1.09066,0.70563,10,0
1.0483,0.94526,1.06232,0.51997,2,0
1.04227,1.06832,1.09866,0.77115,5,0
0.93977,0.93936,1.03847,0.70405,6,1
1.06292,0.93633,0.94847,0.60136,4,1
1.03369,0.92863,0.97321,0.79065,5,0
0.96386,0.99762,1.01768,0.64475,3,1
1.0238,1.02269,0.98778,0.53158,2,0
0.98496,1.06567,0.96436,0.54025,2,0
0.97081,0.99227,0.97689,0.73455,1,1
0.92581,0.97887,0.90025,0.6751,10,0
0.97189,0.94747,0.98494,0.79047,2,0
1.08215,0.98907,0.95568,0.73394,7,0
0.96494,0.97119,1.08714,0.66852,2,0
0.97357,1.0595,0.90186,0.71763,6,0
1.05038,1.01725,1.03821,0.6895,2,1
1.03937,0.91059,1.08225,0.67705,9,0
1.07685,0.93352,1.08748,0.78418,7,0
1.03885,1.01469,1.09593,0.56657,6,0
1.0746,1.01233,1.00434,0.56,8,1
0.91707,0.91262,0.96413,0.60874,6,0
0.9344,0.94392,0.9576,0.79761,9,0
0.99968,0.94923,1.09473,0.57693,3,1
0.9943,1.00894,1.02559,0.71583,2,1
1.01275,0.91816,1.09676,0.77676,2,0
1.06969,1.06664,0.9771,0.51711,10,0
1.05492,1.05033,1.04114,0.74738,7,1
0.99616,1.00283,0.90066,0.52406,5,0
1.02211,1.04499,1.07942,0.54762,6,0
0.96652,0.92809,0.98019,0.53481,3,1
1.05332,1.04034,1.0802,0.58468,3,1
0.94784,0.97747,1.09837,0.68061,4,0
0.96073,0.96139,1.01986,0.58223,3,1
0.95608,0.99225,0.97659,0.5822,5,1
1.0418,1.03586,1.03374,0.56434,7,1
1.04947,1.07051,1.03264,0.5784,9,1
0.98344,0.98071,1.06838,0.54944,6,0
1.06352,0.90491,1.03906,0.71723,5,0
1.03268,1.01795,1.05347,0.79656,3,1
1.05343,1.09188,0.93423,0.53253,7,0
1.04829,1.01585,0.98375,0.65157,9,1
1.0773,1.06761,0.9223,0.56642,2,1
1.0381,1.0473,1.01592,0.64452,2,1
0.91158,1.04677,0.93515,0.72995,7,0
0.9267,0.98591,0.9961,0.60342,9,1
1.05326,1.0411,1.06438,0.65055,7,1
1.08668,0.96502,0.98758,0.74419,4,0
0.91259,1.09346,1.09694,0.50157,6,0
1.0004,0.96575,0.92247,0.66701,7,1
0.91688,1.00089,1.00595,0.57801,1,0
0.98143,1.02507,1.04427,0.68461,6,1
0.90623,0.93655,0.90555,0.7647,2,0
0.90092,1.03399,1.08105,0.51712,8,0
1.08184,1.0443,1.0868,0.75729,3,1
1.06252,0.97266,1.02233,0.66092,4,1
0.94439,0.96117,1.00195,0.74825,4,1
0.93475,1.08862,0.96465,0.63848,6,0
0.90012,0.97144,1.05323,0.78147,7,0
1.07436,0.91801,0.98866,0.60824,5,0
1.04462,1.04122,1.03825,0.64926,10,1
1.01517,1.02818,0.97871,0.63613,3,1
1.01398,1.03805,1.09472,0.58796,10,0
0.95608,0.99769,0.98899,0.66372,2,1
1.04542,1.07813,0.90501,0.74179,6,0
1.08198,0.97049,1.08587,0.67381,2,0
0.97315,0.95345,1.09749,0.64153,8,0
1.08769,1.05701,0.99026,0.78599,7,0
1.04576,1.09717,0.98771,0.72856,6,0
0.97891,0.99729,0.95162,0.721,6,1
0.93827,0.93788,1.09397,0.77652,4,0
1.05819,0.96153,1.05454,0.56716,10,1
1.0157,0.93447,1.09433,0.74121,6,0
1.08481,1.00235,1.0619,0.50528,1,0
1.04159,0.98383,0.9122,0.55687,2,0
1.00231,1.09679,0.95193,0.76452,5,0
1.00041,1.09363,0.92364,0.7653,9,0
1.0237,1.0487,1.02513,0.57237,6,1
1.03172,0.99374,0.98223,0.61799,6,1
0.96649,1.0057,1.02156,0.67401,1,1
0.90883,0.99649,1.00187,0.78255,7,0
0.91114,0.92764,1.05385,0.63906,10,0
0.97234,1.06794,0.95441,0.7518,6,0
1.09958,1.00259,1.02632,0.72962,8,0
0.94813,0.93368,0.94042,0.52865,9,0
0.9082,1.07528,1.04109,0.67457,10,0
0.92369,1.00295,0.96571,0.63358,1,1
0.90232,1.09752,1.07147,0.52567,3,1
0.93413,1.00474,0.91657,0.5274,9,0
0.96122,0.90417,0.9065,0.51058,7,0
0.90627,0.9251,0.91949,0.52657,8,0
1.0714,0.93834,1.02277,0.60652,3,1
0.95147,1.00344,1.05441,0.51823,6,0
1.08173,1.05608,1.0634,0.75395,6,0
1.08668,1.01254,0.94353,0.52648,7,0
0.90588,0.97294,1.00689,0.76924,7,0
1.01142,0.97283,1.03609,0.59225,9,1
1.06227,1.08131,1.08591,0.75215,10,0
1.0958,1.09728,0.96616,0.52432,6,0
1.00987,0.99266,1.09433,0.6263,7,0
0.96821,0.94991,1.01637,0.5476,6,0
1.00069,1.04783,1.09588,0.55683,5,0
0.92052,0.91568,1.01849,0.61508,7,0
0.91599,1.03754,0.97359,0.58645,3,1
1.0278,0.98451,0.92079,0.52755,2,0
0.917,0.97274,1.06231,0.7114,2,0
0.98746,0.9485,1.04907,0.58595,5,1
0.90454,0.96866,0.90067,0.72593,6,0
1.00747,1.09699,0.98654,0.5181,3,1
1.06122,1.02945,0.91595,0.70901,10,0
0.94355,1.05623,1.07281,0.64338,8,1
0.92291,0.92906,1.05978,0.57131,4,1
0.92438,0.96993,0.97697,0.60959,9,1
1.06693,0.9225,0.95777,0.63894,10,1
0.96772,1.04583,0.92906,0.64026,6,1
0.94208,0.94715,0.93912,0.73374,2,1
0.91024,1.02028,0.92154,0.6638,10,0
0.91883,0.96275,0.91198,0.55352,2,0
1.03122,1.03675,1.08536,0.68819,1,0
0.96184,1.04714,1.01439,0.70093,5,1
0.97683,0.9923,1.03111,0.67278,6,1
0.90435,1.06252,1.02755,0.52867,3,1
1.01743,0.97632,1.06078,0.51968,6,0
1.00734,0.97263,1.01653,0.52487,10,0
0.93839,0.91119,0.97853,0.56033,1,0
1.01717,0.97322,1.0213,0.57557,7,1
0.97543,1.04172,1.08843,0.70608,1,0
1.09447,1.00185,0.90496,0.54437,5,0
0.9294,1.00481,1.09309,0.71647,3,1
0.91612,1.08797,1.08644,0.78735,5,0
0.91258,0.93408,1.00101,0.70419,1,0
1.021,1.08056,0.9265,0.75338,9,0
0.94387,1.04753,1.01814,0.57295,9,1
0.9638,1.04916,0.96272,0.77126,10,0
1.08751,0.9785,1.06701,0.52119,7,0
0.91673,1.00456,0.98313,0.50983,7,0
0.96304,1.00417,0.96042,0.55098,6,1
1.01425,0.90498,1.07961,0.67715,10,0
1.03376,0.94424,1.03926,0.5329,3,1
1.05872,0.98745,1.09723,0.57139,10,0
0.9269,1.09203,0.99814,0.77628,9,0
1.02824,0.96265,0.9435,0.58198,4,1
1.05121,0.90285,1.08978,0.73539,7,0
0.9831,1.08269,1.04547,0.71704,7,0
1.07662,0.96469,1.07542,0.77864,2,0
0.94005,1.02335,0.95607,0.5176,7,0
1.01322,1.00134,1.02173,0.55983,4,1
1.05107,1.05708,0.96422,0.78765,9,0
0.99707,1.03128,1.00822,0.51846,3,1
0.97471,1.04605,1.05026,0.77091,10,0
0.96275,1.03742,1.07041,0.50649,1,0
0.98313,0.90402,1.00752,0.73556,2,0
1.06606,1.09557,0.92418,0.51339,2,0
1.08784,1.01713,1.07802,0.71639,5,0
0.92179,0.98517,1.07316,0.70137,3,1
1.02565,0.97684,0.95042,0.58044,2,1
1.01549,0.91464,1.04914,0.58553,2,0
1.01219,1.02684,0.95436,0.79197,8,0
1.0699,1.09497,1.01602,0.78272,8,0
1.03735,1.06375,1.00801,0.69523,7,1
0.92781,1.01436,1.04977,0.51844,1,0
1.03958,0.95315,1.0715,0.73281,8,1
1.00878,0.95538,0.94454,0.70665,10,1
0.91465,1.01688,1.058,0.50488,10,0
1.09448,1.00508,0.93819,0.7971,2,0
0.96506,0.91657,0.98771,0.7581,7,0
1.04939,0.98321,1.0618,0.61615,1,1
1.04525,1.09993,0.90726,0.73662,3,1
0.91742,1.0846,1.03888,0.76904,2,0
1.07291,1.09827,0.96271,0.69394,2,0
0.9416,1.00222,0.94446,0.57742,10,1
1.04304,0.96469,1.06825,0.787,2,0
0.99454,1.01825,1.0286,0.66105,4,1
1.0533,0.94967,0.93218,0.63237,10,1
0.90149,1.06607,0.93684,0.70666,8,0
0.90947,0.95193,0.9951,0.7851,5,0
1.00909,1.09315,1.01508,0.71899,4,0
1.02745,0.96495,1.08005,0.54643,6,0
1.00099,0.95368,0.95002,0.64899,4,1
0.95843,0.92909,1.01148,0.71066,7,1
1.01129,0.96012,1.08052,0.6256,9,0
0.9406,1.0356,0.93781,0.5341,4,0
1.02586,0.93205,1.08518,0.60085,8,0
0.9253,1.01614,1.0322,0.51568,10,0
0.9264,0.95027,0.90918,0.6944,9,0
1.0846,0.99386,0.92914,0.64273,2,0
1.0517,0.91246,1.07669,0.5131,10,0
0.98375,1.08028,1.07565,0.61351,3,1
0.9964,0.95837,0.9686,0.77117,6,0
1.02385,1.08338,0.92607,0.59417,9,0
0.94894,0.94432,0.99662,0.66007,7,1
1.0217,1.01926,0.90198,0.55102,8,0
1.01646,0.96082,1.05356,0.63134,3,1
0.9036,1.08671,1.0941,0.50019,2,0
1.05064,0.94167,1.06803,0.79304,9,0
0.92364,1.05187,1.06055,0.67282,5,1
0.93509,0.94485,0.96737,0.62222,5,1
0.90518,1.09877,0.90046,0.72478,3,1
0.91866,0.92908,1.07859,0.65068,10,0
1.09716,0.95794,1.07784,0.75249,1,0
0.98568,0.98266,1.02981,0.6023,5,1
0.96634,1.04805,1.02516,0.55949,8,1
0.99589,1.07468,1.02798,0.73363,10,1
0.92655,0.92954,0.98143,0.55752,9,1
0.99336,0.92879,0.96085,0.57084,1,1
1.01233,1.01122,1.04728,0.51272,10,0
0.96156,1.07445,1.07724,0.58187,4,1
0.99556,1.05591,1.0274,0.50878,10,0
0.9382,1.06408,1.04157,0.78599,3,1
0.92499,0.92032,1.07821,0.73763,10,1
1.04827,0.96468,1.0443,0.73544,10,1
1.02792,0.91444,1.08092,0.68503,8,0
0.98511,0.98304,0.91769,0.68515,8,0
1.07162,1.04632,1.03973,0.79877,3,1
0.91642,0.93344,0.94741,0.78618,1,0
1.02542,0.9513,0.96656,0.77694,3,1
0.99028,1.08232,0.99844,0.78705,3,1
1.07829,1.0427,0.92259,0.67891,6,1
0.95123,1.06437,1.06412,0.64152,5,1
1.04186,0.96172,0.98609,0.57272,4,1
1.05736,1.01879,1.09117,0.59363,3,1
0.99363,0.9982,1.01195,0.72572,6,1
1.05683,0.98613,0.98427,0.70186,10,1
0.95084,1.05516,1.06727,0.7717,2,0
0.94114,1.01049,0.95497,0.71796,4,1
1.05267,1.00516,0.91189,0.58078,5,0
0.96066,0.9214,0.91895,0.75515,9,0
0.90009,0.975,1.09097,0.76807,5,0
0.97072,1.03216,1.04541,0.76301,7,0
0.95203,0.99713,1.06441,0.7677,1,0
1.07954,1.00567,0.94068,0.69992,2,1
0.9762,0.94317,0.97717,0.67571,4,1
1.03001,1.09089,0.90057,0.77988,7,0
1.00904,1.06608,0.90066,0.55798,6,0
0.99306,1.07556,0.91892,0.53326,4,0
1.05842,0.92955,0.90695,0.60974,8,0
0.91079,0.90089,1.08648,0.52015,4,0
1.02304,1.02025,0.98534,0.60947,7,1
0.97744,0.92383,1.08503,0.76468,3,1
0.96149,0.97116,1.05865,0.52031,2,0
0.95496,1.04021,1.06121,0.52762,9,0
0.90313,1.05444,0.96932,0.60783,8,0
0.90003,0.90357,1.09496,0.75621,6,0
0.92614,1.06929,1.00986,0.59336,1,1
1.03815,0.92508,1.0476,0.76575,5,0
1.03334,1.05249,0.96107,0.50132,7,0
0.92781,0.99785,0.92301,0.53894,7,0
1.04254,1.01417,0.90434,0.75833,7,0
0.92699,0.99747,0.9949,0.7668,4,0
0.94955,1.03544,0.98383,0.58917,5,1
1.02199,1.0409,1.05252,0.73198,8,1
0.96548,1.00453,1.03087,0.57421,6,1
0.90836,1.02141,0.93916,0.66698,4,0
1.02057,0.97299,1.09342,0.76264,1,0
1.09139,1.00199,0.99793,0.70778,4,0
1.03481,0.95168,0.97457,0.78921,3,1
1.01032,1.00868,0.94973,0.61959,7,1
1.02833,0.98102,1.07558,0.63603,5,1
0.93513,0.9191,1.06267,0.67233,2,0
0.92491,1.04242,0.92257,0.66562,3,1
0.90439,1.01606,0.95294,0.5055,5,0
1.09275,0.94609,1.0246,0.65396,3,1
1.0442,1.01138,1.00971,0.75748,3,1
0.92446,1.04909,0.94703,0.6903,8,1
1.07018,1.01619,0.9111,0.61149,2,0
1.02988,1.07771,1.07265,0.5187,10,0
0.94068,1.03089,1.07446,0.6698,3,1
1.04322,1.08894,1.03698,0.55873,8,0
1.06963,0.9638,0.99701,0.72371,3,1
1.01727,0.90336,1.08544,0.72546,1,0
0.94377,1.0918,1.08404,0.5328,4,0
1.0791,1.07352,1.02031,0.54471,2,0
1.05352,1.0787,1.03906,0.5007,4,0
1.05276,1.00632,1.00804,0.76195,4,0
0.90561,1.07523,0.93448,0.61089,9,0
0.99022,1.04555,0.97274,0.56268,5,1
0.9847,1.02609,0.92634,0.67958,4,1
0.92634,1.034,1.00586,0.71179,3,1
1.07733,1.05335,1.02582,0.62715,2,1
1.05655,1.082,0.92237,0.77515,8,0
0.99728,1.02915,1.09767,0.53834,2,0
0.95069,0.9997,1.07837,0.71902,7,1
1.08317,0.91651,1.03916,0.72787,4,0
1.08126,0.93348,0.97398,0.76681,5,0
1.00839,0.96408,1.04192,0.54499,1,0
1.06029,0.96965,0.99428,0.64254,10,1
1.07329,1.04463,0.94234,0.70146,8,1
1.05649,1.06094,0.97684,0.59147,2,1
1.08459,0.94929,1.07377,0.61837,1,0
0.93603,1.07625,0.92883,0.72997,9,1
0.99073,1.09323,1.05691,0.543,5,0
0.98288,0.94391,0.9597,0.52713,8,0
0.99643,0.90078,0.97466,0.67853,10,0
0.92538,1.06154,1.01971,0.77446,3,1
1.02282,1.04587,1.0792,0.64351,7,1
1.00353,0.95653,1.09604,0.76623,8,0
0.90805,0.99106,1.0764,0.67015,9,0
1.09187,1.03951,1.07238,0.76826,9,0
0.94953,1.0539,0.97217,0.59706,10,1
0.99351,0.92925,1.02575,0.5026,8,0
1.01281,0.99557,0.9904,0.68657,5,1
0.92678,1.08951,1.08536,0.57687,2,0
0.95411,1.00429,0.93678,0.69645,5,1
0.96391,1.09209,0.99699,0.6228,5,0
1.05899,1.04199,1.02656,0.79495,3,1
1.01292,1.00823,0.91756,0.58037,8,0
1.00484,1.01238,0.90649,0.55843,1,0
1.09938,0.92563,1.05462,0.73288,3,1
